,Unnamed: 0,GEO_ID,NAME,County,POPUNI,PRED0_E,PRED12_E,PRED3_E,Total_Population_E,Cases,Deaths,0_mortality_rate,1_2_mortality_rate,3_mortality_rate,fatality_rate
63,63,0500000US01127,"Walker County, Alabama",Walker County,63156,18642,25330,19184,64110,62138.99999999992,1534.9999999999998,0.08234095054178735,0.06060007895775759,0.08001459549624686,0.02470268269524778
64,64,0500000US01129,"Washington County, Alabama",Washington County,16259,5665,5373,5221,16541,10796.000000000004,601.9999999999999,0.10626654898499557,0.11204168993113714,0.11530358168933152,0.055761393108558696
65,65,0500000US01131,"Wilcox County, Alabama",Wilcox County,10335,2447,3513,4375,10681,21169.000000000007,662.0,0.2705353494074377,0.18844292627384002,0.1513142857142857,0.03127214322830553
66,66,0500000US01133,"Winston County, Alabama",Winston County,23573,7156,8385,8032,23784,16105.000000000024,234.00000000000009,0.03269983230855228,0.027906976744186057,0.02913346613545818,0.014529649177274123
67,67,0500000US02013,"Aleutians East Borough, Alaska",Aleutians East Borough,3337,356,1660,1321,3385,11.000000000000002,1.0,0.0028089887640449437,0.0006024096385542169,0.000757002271006813,0.0909090909090909
68,68,0500000US02016,"Aleutians West Census Area, Alaska",Aleutians West Census Area,5632,1087,3516,1029,5698,32.999999999999986,1.0,0.0009199632014719411,0.0002844141069397042,0.0009718172983479105,0.030303030303030318
69,69,0500000US02020,"Anchorage Municipality, Alaska",Municipality of Anchorage,286703,100889,138615,47199,293531,48253.99999999996,639.9999999999999,0.006343605348452258,0.004617104930923781,0.013559609313756644,0.013263149168980817
70,70,0500000US02050,"Bethel Census Area, Alaska",Bethel Census Area,18183,1737,7594,8852,18134,597.0000000000001,1.0,0.0005757052389176742,0.0001316829075585989,0.00011296882060551288,0.0016750418760469008
71,71,0500000US02060,"Bristol Bay Borough, Alaska",Bristol Bay Borough,836,218,364,254,875,1.0,1.0,0.0045871559633027525,0.0027472527472527475,0.003937007874015748,1.0
72,72,0500000US02068,"Denali Borough, Alaska",Denali Borough,2097,501,1250,346,2246,13.999999999999996,1.0,0.001996007984031936,0.0008,0.002890173410404624,0.07142857142857145
73,73,0500000US02070,"Dillingham Census Area, Alaska",Dillingham Census Area,4914,374,2411,2129,4961,1.0,1.0,0.00267379679144385,0.00041476565740356696,0.0004697040864255519,1.0
74,74,0500000US02090,"Fairbanks North Star Borough, Alaska",Fairbanks North Star Borough,95680,33512,46473,15695,99072,16525.00000000001,251.0000000000001,0.007489854380520414,0.005400985518473094,0.015992354252946806,0.015189107413010586
75,75,0500000US02100,"Haines Borough, Alaska",Haines Borough,2530,467,1223,840,2518,117.00000000000004,1.0,0.0021413276231263384,0.0008176614881439084,0.0011904761904761906,0.008547008547008544
76,76,0500000US02105,"Hoonah-Angoon Census Area, Alaska",Hoonah-Angoon Census Area,2148,232,1075,841,2139,31.0,1.0,0.004310344827586207,0.0009302325581395349,0.0011890606420927466,0.03225806451612903
77,77,0500000US02110,"Juneau City and Borough, Alaska",City and Borough of Juneau,31315,11588,13911,5816,32227,4511.000000000003,17.999999999999996,0.0015533310321021745,0.0012939400474444682,0.0030949105914718014,0.003990246065174016
78,78,0500000US02122,"Kenai Peninsula Borough, Alaska",Kenai Peninsula Borough,57717,13788,32342,11587,58464,11267.000000000002,206.00000000000003,0.014940527995358284,0.006369426751592358,0.017778544921032195,0.018283482737197123
79,79,0500000US02130,"Ketchikan Gateway Borough, Alaska",Ketchikan Gateway Borough,13802,4205,6641,2956,13800,2402.0000000000005,1.0,0.00023781212841854935,0.0001505797319680771,0.00033829499323410016,0.00041631973355537043
80,80,0500000US02150,"Kodiak Island Borough, Alaska",Kodiak Island Borough,12935,3382,7122,2431,13451,240.99999999999997,1.0,0.00029568302779420464,0.00014040999719180006,0.00041135335252982314,0.004149377593360997
81,81,0500000US02158,"Kusilvak Census Area, Alaska",Kusilvak Census Area,8314,395,3134,4785,8250,55.000000000000014,1.0,0.002531645569620253,0.0003190810465858328,0.0002089864158829676,0.018181818181818177
82,82,0500000US02164,"Lake and Peninsula Borough, Alaska",Lake and Peninsula Borough,1592,214,747,631,1393,77.00000000000001,1.0,0.004672897196261682,0.0013386880856760374,0.001584786053882726,0.012987012987012984
83,83,0500000US02170,"Matanuska-Susitna Borough, Alaska",Matanuska-Susitna Borough,106841,30364,57605,18872,105369,7842.999999999994,127.0,0.004182584639704914,0.0022046697335300755,0.006729546417973718,0.016192783373709052
84,84,0500000US02180,"Nome Census Area, Alaska",Nome Census Area,9882,918,4358,4606,9988,551.9999999999998,1.0,0.0010893246187363835,0.0002294630564479119,0.00021710811984368216,0.0018115942028985514
85,85,0500000US02185,"North Slope Borough, Alaska",North Slope Borough,9799,1140,6053,2606,9792,267.00000000000006,1.0,0.0008771929824561404,0.00016520733520568312,0.0003837298541826554,0.0037453183520599243
86,86,0500000US02188,"Northwest Arctic Borough, Alaska",Northwest Arctic Borough,7575,545,3356,3674,7715,406.0,1.0,0.001834862385321101,0.0002979737783075089,0.00027218290691344586,0.0024630541871921183
87,87,0500000US02195,"Petersburg Borough, Alaska",Petersburg Census Area,3266,662,1969,635,3257,472.99999999999983,118.00000000000004,0.17824773413897288,0.05992889791772475,0.1858267716535434,0.24947145877378454
88,88,0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",Prince of Wales-Hyder Census Area,6203,998,2890,2315,6407,236.0000000000001,1.0,0.001002004008016032,0.00034602076124567473,0.00043196544276457883,0.004237288135593219
89,89,0500000US02220,"Sitka City and Borough, Alaska",Sitka City and Borough,8477,2304,4451,1722,8640,698.0,1.0,0.00043402777777777775,0.00022466861379465288,0.0005807200929152149,0.0014326647564469914
90,90,0500000US02230,"Skagway Municipality, Alaska",Skagway Municipality,1183,381,531,271,1107,1.0,1.0,0.0026246719160104987,0.0018832391713747645,0.0036900369003690036,1.0
91,91,0500000US02240,"Southeast Fairbanks Census Area, Alaska",Southeast Fairbanks Census Area,6893,1771,3552,1570,6878,414.0,1.0,0.000564652738565782,0.00028153153153153153,0.0006369426751592356,0.0024154589371980675
92,92,0500000US02261,"Valdez-Cordova Census Area, Alaska",Valdez-Cordova Census Area,9174,2221,4386,2567,9243,435.00000000000006,1.0,0.00045024763619990995,0.00022799817601459188,0.00038955979742890534,0.002298850574712643
93,93,0500000US02275,"Wrangell City and Borough, Alaska",Wrangell City and Borough,2502,393,1655,454,2502,159.99999999999994,1.0,0.002544529262086514,0.0006042296072507553,0.0022026431718061676,0.006250000000000002
94,94,0500000US02282,"Yakutat City and Borough, Alaska",Yakutat City and Borough,579,108,297,174,649,1.0,1.0,0.009259259259259259,0.003367003367003367,0.005747126436781609,1.0
95,95,0500000US02290,"Yukon-Koyukuk Census Area, Alaska",Yukon-Koyukuk Census Area,5230,508,2136,2586,5377,624.0000000000001,5.000000000000001,0.009842519685039372,0.0023408239700374537,0.0019334880123743237,0.008012820512820512
96,96,0500000US04001,"Apache County, Arizona",Apache County,71232,7439,26169,37624,71511,175867.99999999997,5832.000000000002,0.783976340906036,0.2228591081050098,0.15500744205826072,0.03316123456228537
97,97,0500000US04003,"Cochise County, Arizona",Cochise County,123596,32374,60946,30276,125867,45344.99999999997,1037.0000000000011,0.032031877432507606,0.017015062514356992,0.03425155238472721,0.02286911456610435
98,98,0500000US04005,"Coconino County, Arizona",Coconino County,131295,36072,63104,32119,141274,156653.9999999999,8497.999999999995,0.23558438678199142,0.13466658215010133,0.2645785983374325,0.054246939114226254
99,99,0500000US04007,"Gila County, Arizona",Gila County,53615,10407,24563,18645,53546,20485.0,538.0,0.051695973863745553,0.021902862028253877,0.02885492089031912,0.026263119355626068
100,100,0500000US04009,"Graham County, Arizona",Graham County,36046,8598,18543,8905,37996,10541.000000000004,161.00000000000003,0.01872528494998837,0.008682521706304267,0.018079730488489616,0.015273693197988804
101,101,0500000US04011,"Greenlee County, Arizona",Greenlee County,9466,2260,5190,2016,9522,1601.999999999999,46.0,0.020353982300884955,0.008863198458574181,0.022817460317460316,0.028714107365792774
102,102,0500000US04012,"La Paz County, Arizona",La Paz County,20895,2740,10443,7712,20793,21011.00000000001,289.99999999999994,0.10583941605839414,0.027769797950780422,0.037603734439834016,0.013802294036457084
103,103,0500000US04013,"Maricopa County, Arizona",Maricopa County,4440795,1484100,2075025,881670,4328810,3716115.999999998,70891.99999999996,0.047767670642139985,0.034164407657739045,0.08040650129867179,0.019076907179431425
104,104,0500000US04015,"Mohave County, Arizona",Mohave County,208241,51917,98429,57895,207695,93090.0,6388.999999999996,0.12306181019704521,0.06490973188795982,0.11035495293203207,0.0686325061768181
105,105,0500000US04017,"Navajo County, Arizona",Navajo County,109467,18342,48274,42851,109270,273211.0000000001,9104.999999999996,0.4964017010140659,0.1886108464183618,0.2124804555319595,0.03332589097803526
106,106,0500000US04019,"Pima County, Arizona",Pima County,1030970,309958,486351,234661,1027207,604007.0000000002,23850.00000000004,0.0769459088005473,0.049038657266048676,0.10163597700512672,0.03948629734423613
107,107,0500000US04021,"Pinal County, Arizona",Pinal County,438153,122061,222710,93382,432793,272392.9999999999,5479.0,0.04488739236938907,0.024601499708140632,0.058672977661647856,0.02011432011835841
108,108,0500000US04023,"Santa Cruz County, Arizona",Santa Cruz County,46301,10603,21681,14017,46480,105225.99999999988,1381.0000000000005,0.1302461567480902,0.06369632397029659,0.09852322180209748,0.013124132818885085
109,109,0500000US04025,"Yavapai County, Arizona",Yavapai County,233003,57679,116358,58966,228067,60982.99999999997,1314.000000000001,0.022781254876124774,0.011292734491826956,0.022284028083980615,0.02154698850499322
110,110,0500000US04027,"Yuma County, Arizona",Yuma County,207535,46887,101634,59014,209468,391485.9999999991,6706.999999999997,0.14304604687866568,0.06599169569238637,0.11365099806825495,0.01713215798266097
111,111,0500000US05001,"Arkansas County, Arkansas",Arkansas County,17384,5737,6911,4736,17914,3663.000000000001,1.0,0.0001743071291615827,0.0001446968600781363,0.00021114864864864866,0.0002730002730002729
112,112,0500000US05003,"Ashley County, Arkansas",Ashley County,19555,5616,7998,5941,20270,6151.999999999998,108.00000000000004,0.01923076923076924,0.013503375843960996,0.018178757784884706,0.017555266579974003
113,113,0500000US05005,"Baxter County, Arkansas",Baxter County,41877,11148,18055,12674,41427,1957.0,1.0,8.97021887334051e-05,5.538631957906397e-05,7.890168849613381e-05,0.000510986203372509
114,114,0500000US05007,"Benton County, Arkansas",Benton County,278162,103315,121037,53810,265759,169244.9999999999,1077.9999999999995,0.010434109277452447,0.008906367474408648,0.020033451031406795,0.006369464385949364
115,115,0500000US05009,"Boone County, Arkansas",Boone County,37328,13869,13448,10011,37331,2824.999999999999,38.99999999999999,0.0028120268224096903,0.0029000594883997616,0.003895714713814803,0.013805309734513277
116,116,0500000US05011,"Bradley County, Arkansas",Bradley County,10710,2410,4490,3810,10874,4378.0,152.0,0.06307053941908713,0.033853006681514475,0.03989501312335958,0.03471904979442668
117,117,0500000US05013,"Calhoun County, Arkansas",Calhoun County,5014,1195,2112,1707,5192,159.99999999999994,1.0,0.0008368200836820083,0.0004734848484848485,0.0005858230814294083,0.006250000000000002
118,118,0500000US05015,"Carroll County, Arkansas",Carroll County,28274,7537,13448,7289,27965,10972.000000000027,248.99999999999997,0.03303701738092079,0.01851576442593694,0.0341610646179174,0.022694130514035668
119,119,0500000US05017,"Chicot County, Arkansas",Chicot County,9493,1807,3976,3710,10615,10312.00000000001,144.0,0.07969009407858328,0.03621730382293763,0.03881401617250674,0.013964313421256777
120,120,0500000US05019,"Clark County, Arkansas",Clark County,19674,5573,7614,6487,22386,6333.999999999996,1.0,0.00017943656917279743,0.0001313370107696349,0.00015415446277169725,0.00015787811809283244
121,121,0500000US05021,"Clay County, Arkansas",Clay County,14480,3639,7128,3713,14889,3542.9999999999977,131.99999999999997,0.03627370156636438,0.018518518518518514,0.03555076757339078,0.03725656223539375
122,122,0500000US05023,"Cleburne County, Arkansas",Cleburne County,24839,6567,11606,6666,25100,11537.999999999996,508.9999999999999,0.07750875590071568,0.04385662588316387,0.07635763576357633,0.044115097937250825
123,123,0500000US05025,"Cleveland County, Arkansas",Cleveland County,7956,2511,3710,1735,8128,2692.9999999999995,8.000000000000002,0.0031859816806053373,0.0021563342318059306,0.004610951008645534,0.0029706646862235437
124,124,0500000US05027,"Columbia County, Arkansas",Columbia County,21610,5540,9797,6273,23776,5778.000000000004,277.99999999999994,0.050180505415162446,0.028376033479636617,0.04431691375737286,0.04811353409484247
125,125,0500000US05029,"Conway County, Arkansas",Conway County,20766,5865,9018,5883,20858,4526.999999999999,222.0,0.037851662404092073,0.024617431803060547,0.03773584905660377,0.049039098740888014
126,126,0500000US05031,"Craighead County, Arkansas",Craighead County,107689,35655,46497,25537,107345,37879.00000000002,329.0,0.009227317346795681,0.0070757253156117595,0.012883267415906332,0.008685551360912374
127,127,0500000US05033,"Crawford County, Arkansas",Crawford County,63132,17871,27994,17267,62739,12871.000000000004,74.00000000000003,0.004140786749482403,0.002643423590769452,0.004285631551514451,0.005749359024162847
128,128,0500000US05035,"Crittenden County, Arkansas",Crittenden County,47304,13564,19870,13870,48672,56329.00000000014,1058.0,0.0780005897965202,0.05324609964771011,0.07627974044700793,0.018782509897210982
129,129,0500000US05037,"Cross County, Arkansas",Cross County,16365,4034,7786,4545,16824,7127.000000000006,45.000000000000014,0.011155180961824496,0.0057796044181864905,0.009900990099009905,0.0063140171180019605
130,130,0500000US05039,"Dallas County, Arkansas",Dallas County,6715,1726,2954,2035,7279,871.0000000000001,1.0,0.0005793742757821553,0.00033852403520649965,0.0004914004914004914,0.0011481056257175658
131,131,0500000US05041,"Desha County, Arkansas",Desha County,11361,2525,4587,4249,11709,4562.000000000003,34.99999999999998,0.013861386138613853,0.007630259428820575,0.008237232289950571,0.007672073651907049
132,132,0500000US05043,"Drew County, Arkansas",Drew County,17565,4770,7631,5164,18417,5051.999999999996,144.0,0.03018867924528302,0.018870397064604902,0.027885360185902403,0.028503562945368193
133,133,0500000US05045,"Faulkner County, Arkansas",Faulkner County,122137,45617,53677,22843,123624,37557.99999999997,329.99999999999994,0.007234145165179647,0.006147884568809731,0.01444643873396664,0.008786410351988929
134,134,0500000US05047,"Franklin County, Arkansas",Franklin County,17706,4567,6906,6233,17738,1857.9999999999995,32.0,0.007006787825706153,0.004633651896901245,0.005133964383122092,0.017222820236813784
135,135,0500000US05049,"Fulton County, Arkansas",Fulton County,12470,1936,4845,5689,12231,997.0,1.0,0.0005165289256198347,0.0002063983488132095,0.00017577781683951485,0.0010030090270812437
136,136,0500000US05051,"Garland County, Arkansas",Garland County,98872,25739,47384,25749,98555,25936.999999999985,174.0,0.006760169392750301,0.0036721256120209353,0.006757543982290575,0.00670856305663724
137,137,0500000US05053,"Grant County, Arkansas",Grant County,18202,6424,7088,4690,18126,3889.999999999999,1.0,0.00015566625155666251,0.00014108352144469525,0.00021321961620469082,0.00025706940874035993
138,138,0500000US05055,"Greene County, Arkansas",Greene County,45082,15501,18831,10750,44937,9193.000000000018,8.000000000000002,0.0005160957357589834,0.00042483139504009354,0.0007441860465116281,0.0008702273468943747
139,139,0500000US05057,"Hempstead County, Arkansas",Hempstead County,21481,5809,9805,5867,21842,5015.999999999998,125.00000000000004,0.021518333620244457,0.012748597654258035,0.021305607635929785,0.024920255183413096
140,140,0500000US05059,"Hot Spring County, Arkansas",Hot Spring County,31642,7811,13622,10209,33597,39800.000000000015,70.00000000000003,0.008961720650364874,0.005138746145940393,0.006856695072974829,0.0017587939698492463
