,GEO_ID,County,State,POPUNI,zero_risk,one_two_risk,three_plus_risk,Total_Population_E,Cases,Deaths,Risk_Index,Risk_Cat,0_mortality_rate,1_2_mortality_rate,3_mortality_rate,fatality_rate,Above Average,Below Average,High,Low,Very high,Very low
25,0500000US01051,Elmore County,AL,77512,29122,30362,18028,81144,62231.00000000005,1264.0000000000005,79.43,Above Average,0.043403612389258994,0.041630986101047374,0.07011315731084981,0.020311420353200164,1,0,0,0,0,0
26,0500000US01053,Escambia County,AL,34309,9184,14358,10767,37057,24384.0,543.9999999999998,97.28,High,0.059233449477351895,0.03788828527650089,0.05052475155567937,0.022309711286089228,0,0,1,0,0,0
27,0500000US01055,Etowah County,AL,101051,31759,41321,27971,102748,57751.99999999996,1311.9999999999995,86.3,High,0.041311124405680265,0.031751409694828286,0.046905723785349095,0.022717827954010256,0,0,1,0,0,0
28,0500000US01057,Fayette County,AL,16197,4306,6815,5076,16494,5070.999999999996,106.99999999999996,99.13,Very high,0.024849047840222935,0.015700660308143793,0.02107959022852639,0.02110037467955039,0,0,0,0,1,0
29,0500000US01059,Franklin County,AL,31274,8663,13728,8883,31466,62993.99999999996,915.9999999999995,79.43,Above Average,0.10573704259494396,0.06672494172494169,0.10311831588427328,0.014541067403244755,1,0,0,0,0,0
30,0500000US01061,Geneva County,AL,26218,8808,9731,7679,26417,6329.999999999999,12.0,93.88,High,0.0013623978201634877,0.0012331723358339328,0.0015627034770152363,0.0018957345971563984,0,0,1,0,0,0
31,0500000US01063,Greene County,AL,8111,1533,3266,3312,8324,13564.999999999998,547.0,97.19,High,0.3568166992824527,0.16748315982853643,0.1651570048309179,0.04032436417250277,0,0,1,0,0,0
32,0500000US01065,Hale County,AL,14597,3431,6341,4825,14809,22407.999999999996,1248.0000000000005,98.36,Very high,0.3637423491693385,0.196814382589497,0.2586528497409327,0.055694394858978966,0,0,0,0,1,0
33,0500000US01067,Henry County,AL,17135,4737,6961,5437,17133,10470.999999999996,248.99999999999997,94.99,High,0.0525649145028499,0.03577072259732796,0.04579731469560419,0.023779963709292338,0,0,1,0,0,0
34,0500000US01069,Houston County,AL,105267,34095,42801,28371,104702,40061.00000000005,591.9999999999999,88.37,High,0.017363249743364128,0.013831452536155694,0.020866377639138553,0.014777464366840546,0,0,1,0,0,0
35,0500000US01071,Jackson County,AL,51420,15272,23252,12896,51852,22306.000000000004,327.0,91.8,High,0.0214117338920901,0.014063306382246689,0.025356699751861042,0.014659732807316415,0,0,1,0,0,0
36,0500000US01073,Jefferson County,AL,648693,223785,259699,165209,659680,386927.0000000009,11961.999999999993,75.04,Above Average,0.053453091136581955,0.046061016792517465,0.0724052563722315,0.030915392309143495,1,0,0,0,0,0
37,0500000US01075,Lamar County,AL,13753,4016,5802,3935,13885,5775.0,38.99999999999999,95.24,High,0.009711155378486054,0.006721820062047568,0.00991105463786531,0.006753246753246752,0,0,1,0,0,0
38,0500000US01077,Lauderdale County,AL,91069,29027,38198,23844,92556,33497.00000000007,441.0,75.22,Above Average,0.015192751576118785,0.011545107073668778,0.018495218922999497,0.013165358091769384,1,0,0,0,0,0
39,0500000US01079,Lawrence County,AL,32816,10383,11619,10814,33058,8822.999999999998,1.0,88.62,High,9.631127805065973e-05,8.606592649969878e-05,9.24727205474385e-05,0.00011334013374135784,0,0,1,0,0,0
40,0500000US01081,Lee County,AL,160116,61304,69187,29625,161152,104395.0,3562.9999999999995,26.11,Below Average,0.0581201879159598,0.051498113807507184,0.1202700421940928,0.03412998706834618,0,1,0,0,0,0
41,0500000US01083,Limestone County,AL,96560,35386,41676,19498,94727,33882.99999999995,169.0,73.09,Above Average,0.004775900073475386,0.004055091659468279,0.008667555646732997,0.004987751970014469,1,0,0,0,0,0
42,0500000US01085,Lowndes County,AL,9692,1711,4388,3593,10079,31796.000000000025,1439.0,99.41,Very high,0.8410286382232612,0.3279398359161349,0.40050097411633734,0.045257265064787985,0,0,0,0,1,0
43,0500000US01087,Macon County,AL,16594,3591,6940,6063,18708,13686.999999999993,593.0000000000002,99.88,Very high,0.16513505987190205,0.08544668587896256,0.09780636648523837,0.043325783590268174,0,0,0,0,1,0
44,0500000US01089,Madison County,AL,366657,146806,145829,74022,362276,124037.99999999996,865.9999999999999,67.18,Above Average,0.005898941460158303,0.005938462171447379,0.011699224554862067,0.006981731404892051,1,0,0,0,0,0
45,0500000US01091,Marengo County,AL,18794,4654,7296,6844,19321,22875.999999999996,812.0,99.07,Very high,0.17447357112161582,0.1112938596491228,0.11864406779661017,0.035495716034271735,0,0,0,0,1,0
46,0500000US01093,Marion County,AL,29285,8302,13290,7693,29866,20719.000000000047,1242.0000000000002,95.64,High,0.14960250542038067,0.09345372460496616,0.16144546990770833,0.05994497803948055,0,0,1,0,0,0
47,0500000US01095,Marshall County,AL,96357,30492,40133,25732,95643,120354.99999999996,1121.9999999999998,69.87,Above Average,0.036796536796536786,0.02795704283258166,0.04360329550753924,0.009322421170703338,1,0,0,0,0,0
48,0500000US01097,Mobile County,AL,409100,130178,172950,105972,414114,328738.00000000006,12358.00000000001,82.37,Above Average,0.09493155525511231,0.07145417750795033,0.1166157098101386,0.03759224671318803,1,0,0,0,0,0
49,0500000US01099,Monroe County,AL,20678,5156,7683,7839,21270,14215.000000000007,230.99999999999997,99.04,Very high,0.04480217222653219,0.030066380320187422,0.029468044393417523,0.01625043967639816,0,0,0,0,1,0
50,0500000US01101,Montgomery County,AL,219377,66055,92203,61119,226941,270419.0,6634.999999999998,86.82,High,0.10044659753235936,0.07196078218713055,0.10855871332973377,0.024535997840388426,0,0,1,0,0,0
51,0500000US01103,Morgan County,AL,118554,36978,52282,29294,119213,71925.99999999984,336.99999999999994,71.61,Above Average,0.00911352696197739,0.006445813090547415,0.0115040622653103,0.0046853710758279436,1,0,0,0,0,0
52,0500000US01105,Perry County,AL,8349,1935,3334,3080,9293,12179.000000000027,69.00000000000001,98.92,Very high,0.03565891472868218,0.020695860827834436,0.022402597402597407,0.005665489777485825,0,0,0,0,1,0
53,0500000US01107,Pickens County,AL,18216,4115,7662,6439,20243,16762.000000000015,499.99999999999983,92.61,High,0.12150668286755767,0.06525711302531974,0.07765180928715637,0.02982937596945468,0,0,1,0,0,0
54,0500000US01109,Pike County,AL,31132,9048,14258,7826,33333,30320.00000000001,252.00000000000003,67.62,Above Average,0.02785145888594165,0.017674288118950766,0.03220035778175313,0.008311345646437993,1,0,0,0,0,0
55,0500000US01111,Randolph County,AL,22498,7317,8321,6860,22647,18000.999999999993,824.9999999999999,93.88,High,0.1127511275112751,0.09914673717101309,0.12026239067055391,0.045830787178490096,0,0,1,0,0,0
56,0500000US01113,Russell County,AL,57670,18909,23747,15014,57952,38909.000000000015,10.000000000000002,97.8,High,0.0005288486963879635,0.00042110582389354455,0.000666045024643666,0.0002570099462849212,0,0,1,0,0,0
57,0500000US01115,St. Clair County,AL,88245,29080,39201,19964,87989,32568.000000000025,222.0,80.08,Above Average,0.007634112792297112,0.005663120838754114,0.011120016028851933,0.006816507000736914,1,0,0,0,0,0
58,0500000US01117,Shelby County,AL,215942,92124,86509,37309,213432,104539.99999999984,2174.0000000000005,61.52,Above Average,0.023598627936259827,0.02513033326012323,0.05827012249055189,0.020795867610484062,1,0,0,0,0,0
59,0500000US01119,Sumter County,AL,11680,2586,4552,4542,12797,22658.00000000001,882.0000000000001,99.51,Very high,0.34106728538283065,0.19376098418277682,0.1941875825627477,0.03892664842439755,0,0,0,0,1,0
60,0500000US01121,Talladega County,AL,77874,21111,32746,24017,80387,26319.00000000001,534.0000000000001,92.55,High,0.025294869972999862,0.01630733524705308,0.022234250739059838,0.020289524677989283,0,0,1,0,0,0
61,0500000US01123,Tallapoosa County,AL,40221,10667,16669,12885,40541,51621.00000000006,6051.0,93.16,High,0.5672635230149058,0.3630091787149799,0.469615832363213,0.11721973615389072,0,0,1,0,0,0
62,0500000US01125,Tuscaloosa County,AL,200924,70160,82045,48719,207305,148524.00000000012,2725.9999999999964,55.15,Above Average,0.03885404789053586,0.03322566884027054,0.055953529423838674,0.018353936064205073,1,0,0,0,0,0
63,0500000US01127,Walker County,AL,63156,18642,25330,19184,64110,62138.99999999992,1534.9999999999998,90.01,High,0.08234095054178735,0.06060007895775759,0.08001459549624686,0.02470268269524778,0,0,1,0,0,0
64,0500000US01129,Washington County,AL,16259,5665,5373,5221,16541,10796.000000000004,601.9999999999999,90.6,High,0.10626654898499557,0.11204168993113714,0.11530358168933152,0.055761393108558696,0,0,1,0,0,0
65,0500000US01131,Wilcox County,AL,10335,2447,3513,4375,10681,21169.000000000007,662.0,99.91,Very high,0.2705353494074377,0.18844292627384002,0.1513142857142857,0.03127214322830553,0,0,0,0,1,0
66,0500000US01133,Winston County,AL,23573,7156,8385,8032,23784,16105.000000000024,234.00000000000009,95.76,High,0.03269983230855228,0.027906976744186057,0.02913346613545818,0.014529649177274123,0,0,1,0,0,0
67,0500000US02013,Aleutians East Borough,AK,3337,356,1660,1321,3385,11.000000000000002,1.0,72.22,Above Average,0.0028089887640449437,0.0006024096385542169,0.000757002271006813,0.0909090909090909,1,0,0,0,0,0
68,0500000US02016,Aleutians West Census Area,AK,5632,1087,3516,1029,5698,32.999999999999986,1.0,42.1,Below Average,0.0009199632014719411,0.0002844141069397042,0.0009718172983479105,0.030303030303030318,0,1,0,0,0,0
69,0500000US02020,Anchorage Municipality,AK,286703,100889,138615,47199,293531,48253.99999999996,639.9999999999999,9.22,Low,0.006343605348452258,0.004617104930923781,0.013559609313756644,0.013263149168980817,0,0,0,1,0,0
70,0500000US02050,Bethel Census Area,AK,18183,1737,7594,8852,18134,597.0000000000001,1.0,18.06,Below Average,0.0005757052389176742,0.0001316829075585989,0.00011296882060551288,0.0016750418760469008,0,1,0,0,0,0
71,0500000US02060,Bristol Bay Borough,AK,836,218,364,254,875,1.0,1.0,76.37,Above Average,0.0045871559633027525,0.0027472527472527475,0.003937007874015748,1.0,1,0,0,0,0,0
72,0500000US02068,Denali Borough,AK,2097,501,1250,346,2246,13.999999999999996,1.0,7.49,Low,0.001996007984031936,0.0008,0.002890173410404624,0.07142857142857145,0,0,0,1,0,0
73,0500000US02070,Dillingham Census Area,AK,4914,374,2411,2129,4961,1.0,1.0,43.8,Below Average,0.00267379679144385,0.00041476565740356696,0.0004697040864255519,1.0,0,1,0,0,0,0
74,0500000US02090,Fairbanks North Star Borough,AK,95680,33512,46473,15695,99072,16525.00000000001,251.0000000000001,6.62,Low,0.007489854380520414,0.005400985518473094,0.015992354252946806,0.015189107413010586,0,0,0,1,0,0
75,0500000US02100,Haines Borough,AK,2530,467,1223,840,2518,117.00000000000004,1.0,19.61,Below Average,0.0021413276231263384,0.0008176614881439084,0.0011904761904761906,0.008547008547008544,0,1,0,0,0,0
